"","TrajectoryType","lhs","op","rhs","est.std","se","pvalue","ci.lower","ci.upper","call"
"11","Full","MomExtraversionSlope","~","DadConscientiousnessSlope:InferredDadAgeW1",-0.390917691803569,0.294161802256058,0.183874152089544,-0.967464229852836,0.185628846245699,"MomExtraversionSlope ~ DadConscientiousnessSlope + InferredDadAgeW1 + DadConscientiousnessSlope:InferredDadAgeW1"
"12","Full","DadConscientiousnessSlope","~","MomExtraversionSlope:InferredMomAgeW1",-0.288434839335888,0.242621676624139,0.234508335966109,-0.763964587387924,0.187094908716148,"DadConscientiousnessSlope ~ MomExtraversionSlope + InferredMomAgeW1 + MomExtraversionSlope:InferredMomAgeW1"
"13","Full","ChildExtraversionSlope","~","MomNeuroticismSlope:InferredMomAgeW1",0.355007197220129,0.316313008809578,0.261722668402946,-0.264954907888145,0.974969302328403,"ChildExtraversionSlope ~ MomNeuroticismSlope + InferredMomAgeW1 + MomNeuroticismSlope:InferredMomAgeW1"
"14","Full","ChildExtraversionSlope","~","DadNeuroticismSlope:InferredDadAgeW1",0.0129207386547252,0.245791705970394,0.958076242843694,-0.468822152745906,0.494663630055356,"ChildExtraversionSlope ~ DadNeuroticismSlope + InferredDadAgeW1 + DadNeuroticismSlope:InferredDadAgeW1"
"15","Full","MomExtraversionSlope","~","DadNeuroticismSlope:InferredDadAgeW1",0.257636527155215,0.256153548365183,0.314516880906196,-0.244415202152681,0.759688256463112,"MomExtraversionSlope ~ DadNeuroticismSlope + InferredDadAgeW1 + DadNeuroticismSlope:InferredDadAgeW1"
"16","Full","DadNeuroticismSlope","~","MomExtraversionSlope:InferredMomAgeW1",0.0885112746913324,0.249661647699662,0.72294553471685,-0.400816563120932,0.577839112503597,"DadNeuroticismSlope ~ MomExtraversionSlope + InferredMomAgeW1 + MomExtraversionSlope:InferredMomAgeW1"
"17","Full","ChildExtraversionSlope","~","MomOpennesssSlope:InferredMomAgeW1",-0.270147088077428,0.241382376027864,0.263069080334814,-0.743247851594745,0.202953675439889,"ChildExtraversionSlope ~ MomOpennesssSlope + InferredMomAgeW1 + MomOpennesssSlope:InferredMomAgeW1"
"18","Full","ChildExtraversionSlope","~","DadOpennesssSlope:InferredDadAgeW1",0.17479165142813,0.269178753488579,0.516111147218574,-0.352789010812869,0.70237231366913,"ChildExtraversionSlope ~ DadOpennesssSlope + InferredDadAgeW1 + DadOpennesssSlope:InferredDadAgeW1"
"19","Full","MomExtraversionSlope","~","DadOpennesssSlope:InferredDadAgeW1",-0.303111661850545,0.23779134960689,0.20241689345915,-0.769174142915221,0.162950819214132,"MomExtraversionSlope ~ DadOpennesssSlope + InferredDadAgeW1 + DadOpennesssSlope:InferredDadAgeW1"
"20","Full","DadOpennesssSlope","~","MomExtraversionSlope:InferredMomAgeW1",-0.26883916677243,0.219324924845612,0.220289953154851,-0.698708120381783,0.161029786836924,"DadOpennesssSlope ~ MomExtraversionSlope + InferredMomAgeW1 + MomExtraversionSlope:InferredMomAgeW1"
"21","Full","ChildAgreeablenessSlope","~","MomExtraversionSlope:InferredMomAgeW1",-0.28367057009523,0.199738011540481,0.155545607967669,-0.675149879058218,0.107808738867758,"ChildAgreeablenessSlope ~ MomExtraversionSlope + InferredMomAgeW1 + MomExtraversionSlope:InferredMomAgeW1"
"22","Full","ChildAgreeablenessSlope","~","DadExtraversionSlope:InferredDadAgeW1",-0.183932504592979,0.304492789432777,0.545802463469127,-0.78072740543336,0.412862396247402,"ChildAgreeablenessSlope ~ DadExtraversionSlope + InferredDadAgeW1 + DadExtraversionSlope:InferredDadAgeW1"
"23","Full","MomAgreeablenessSlope","~","DadExtraversionSlope:InferredDadAgeW1",-0.122473827231294,0.234575209687535,0.601594443237829,-0.582232789884794,0.337285135422206,"MomAgreeablenessSlope ~ DadExtraversionSlope + InferredDadAgeW1 + DadExtraversionSlope:InferredDadAgeW1"
"24","Full","DadExtraversionSlope","~","MomAgreeablenessSlope:InferredMomAgeW1",-0.159614873241999,0.238921629425756,0.504092917241475,-0.627892662044106,0.308662915560108,"DadExtraversionSlope ~ MomAgreeablenessSlope + InferredMomAgeW1 + MomAgreeablenessSlope:InferredMomAgeW1"
"25","Full","ChildAgreeablenessSlope","~","MomAgreeablenessSlope:InferredMomAgeW1",-0.0163679341864152,0.246280969833025,0.947011276375938,-0.49906976513674,0.46633389676391,"ChildAgreeablenessSlope ~ MomAgreeablenessSlope + InferredMomAgeW1 + MomAgreeablenessSlope:InferredMomAgeW1"
"26","Full","ChildAgreeablenessSlope","~","DadAgreeablenessSlope:InferredDadAgeW1",0.128084476932638,0.227896293887525,0.57409581004065,-0.318584051297066,0.574753005162343,"ChildAgreeablenessSlope ~ DadAgreeablenessSlope + InferredDadAgeW1 + DadAgreeablenessSlope:InferredDadAgeW1"
"27","Full","MomAgreeablenessSlope","~","DadAgreeablenessSlope:InferredDadAgeW1",0.0522360011682348,0.141008483182911,0.711050349448638,-0.224135547384892,0.328607549721362,"MomAgreeablenessSlope ~ DadAgreeablenessSlope + InferredDadAgeW1 + DadAgreeablenessSlope:InferredDadAgeW1"
"28","Full","DadAgreeablenessSlope","~","MomAgreeablenessSlope:InferredMomAgeW1",-0.20843617331103,0.140031249678328,0.136619725452313,-0.482892379390689,0.0660200327686289,"DadAgreeablenessSlope ~ MomAgreeablenessSlope + InferredMomAgeW1 + MomAgreeablenessSlope:InferredMomAgeW1"
"29","Full","ChildAgreeablenessSlope","~","MomConscientiousnessSlope:InferredMomAgeW1",0.040010687896293,0.282781111121834,0.887482891585535,-0.51423010541072,0.594251481203306,"ChildAgreeablenessSlope ~ MomConscientiousnessSlope + InferredMomAgeW1 + MomConscientiousnessSlope:InferredMomAgeW1"
"30","Full","ChildAgreeablenessSlope","~","DadConscientiousnessSlope:InferredDadAgeW1",-0.471326710454826,0.316914421606196,0.136952346338297,-1.09246756298431,0.149814142074661,"ChildAgreeablenessSlope ~ DadConscientiousnessSlope + InferredDadAgeW1 + DadConscientiousnessSlope:InferredDadAgeW1"
"31","Full","MomAgreeablenessSlope","~","DadConscientiousnessSlope:InferredDadAgeW1",-0.317134987724027,0.230338558938176,0.168567566106973,-0.768590267493709,0.134320292045655,"MomAgreeablenessSlope ~ DadConscientiousnessSlope + InferredDadAgeW1 + DadConscientiousnessSlope:InferredDadAgeW1"
"32","Full","DadConscientiousnessSlope","~","MomAgreeablenessSlope:InferredMomAgeW1",-0.43158052043518,0.198292957662112,0.0295194388251452,-0.820227575840847,-0.0429334650295145,"DadConscientiousnessSlope ~ MomAgreeablenessSlope + InferredMomAgeW1 + MomAgreeablenessSlope:InferredMomAgeW1"
"33","Full","ChildAgreeablenessSlope","~","MomNeuroticismSlope:InferredMomAgeW1",-0.0653574707723188,0.299434535099722,0.827219021199108,-0.652238375295269,0.521523433750632,"ChildAgreeablenessSlope ~ MomNeuroticismSlope + InferredMomAgeW1 + MomNeuroticismSlope:InferredMomAgeW1"
"34","Full","ChildAgreeablenessSlope","~","DadNeuroticismSlope:InferredDadAgeW1",0.0607409135436724,0.269664956778019,0.82178801933206,-0.467792689633794,0.589274516721139,"ChildAgreeablenessSlope ~ DadNeuroticismSlope + InferredDadAgeW1 + DadNeuroticismSlope:InferredDadAgeW1"
"35","Full","MomAgreeablenessSlope","~","DadNeuroticismSlope:InferredDadAgeW1",0.348657344103553,0.216459034259084,0.107238298025491,-0.0755945671725721,0.772909255379679,"MomAgreeablenessSlope ~ DadNeuroticismSlope + InferredDadAgeW1 + DadNeuroticismSlope:InferredDadAgeW1"
"36","Full","DadNeuroticismSlope","~","MomAgreeablenessSlope:InferredMomAgeW1",-0.0625188085219914,0.245589030278443,0.799057720099948,-0.543864462865856,0.418826845821873,"DadNeuroticismSlope ~ MomAgreeablenessSlope + InferredMomAgeW1 + MomAgreeablenessSlope:InferredMomAgeW1"
"37","Full","ChildAgreeablenessSlope","~","MomOpennesssSlope:InferredMomAgeW1",0.0223364715640104,0.266606862581503,0.933230906579726,-0.500203377126954,0.544876320254975,"ChildAgreeablenessSlope ~ MomOpennesssSlope + InferredMomAgeW1 + MomOpennesssSlope:InferredMomAgeW1"
"38","Full","ChildAgreeablenessSlope","~","DadOpennesssSlope:InferredDadAgeW1",-0.102033763774046,0.227369123410095,0.653606078783039,-0.547669056854276,0.343601529306183,"ChildAgreeablenessSlope ~ DadOpennesssSlope + InferredDadAgeW1 + DadOpennesssSlope:InferredDadAgeW1"
"39","Full","MomAgreeablenessSlope","~","DadOpennesssSlope:InferredDadAgeW1",-0.36627172645684,0.265603232359603,0.167889101824662,-0.886844496059085,0.154301043145404,"MomAgreeablenessSlope ~ DadOpennesssSlope + InferredDadAgeW1 + DadOpennesssSlope:InferredDadAgeW1"
"40","Full","DadOpennesssSlope","~","MomAgreeablenessSlope:InferredMomAgeW1",-0.527418839810986,0.23028242830009,0.022003178600833,-0.97876410555159,-0.0760735740703818,"DadOpennesssSlope ~ MomAgreeablenessSlope + InferredMomAgeW1 + MomAgreeablenessSlope:InferredMomAgeW1"
"41","Full","ChildConscientiousnessSlope","~","MomExtraversionSlope:InferredMomAgeW1",-0.478903844430131,0.198765748999664,0.0159792923146564,-0.868477553829601,-0.0893301350306604,"ChildConscientiousnessSlope ~ MomExtraversionSlope + InferredMomAgeW1 + MomExtraversionSlope:InferredMomAgeW1"
"42","Full","ChildConscientiousnessSlope","~","DadExtraversionSlope:InferredDadAgeW1",-0.274455751514371,0.272930943437596,0.314614380647143,-0.809390570918597,0.260479067889855,"ChildConscientiousnessSlope ~ DadExtraversionSlope + InferredDadAgeW1 + DadExtraversionSlope:InferredDadAgeW1"
"43","Full","MomConscientiousnessSlope","~","DadExtraversionSlope:InferredDadAgeW1",-0.39679835771856,0.216175279503179,0.0664257281443916,-0.820494119892671,0.0268974044555514,"MomConscientiousnessSlope ~ DadExtraversionSlope + InferredDadAgeW1 + DadExtraversionSlope:InferredDadAgeW1"
"44","Full","DadExtraversionSlope","~","MomConscientiousnessSlope:InferredMomAgeW1",-0.217181518295967,0.237183309495971,0.35984027585777,-0.682052262642087,0.247689226050154,"DadExtraversionSlope ~ MomConscientiousnessSlope + InferredMomAgeW1 + MomConscientiousnessSlope:InferredMomAgeW1"
"45","Full","ChildConscientiousnessSlope","~","MomAgreeablenessSlope:InferredMomAgeW1",-0.0547443588181382,0.231114336111297,0.81275661699584,-0.507720133907165,0.398231416270888,"ChildConscientiousnessSlope ~ MomAgreeablenessSlope + InferredMomAgeW1 + MomAgreeablenessSlope:InferredMomAgeW1"
"46","Full","ChildConscientiousnessSlope","~","DadAgreeablenessSlope:InferredDadAgeW1",-0.150013254840182,0.234816895346995,0.522919184245197,-0.610245912681803,0.31021940300144,"ChildConscientiousnessSlope ~ DadAgreeablenessSlope + InferredDadAgeW1 + DadAgreeablenessSlope:InferredDadAgeW1"
"47","Full","MomConscientiousnessSlope","~","DadAgreeablenessSlope:InferredDadAgeW1",-0.548519399353801,0.218395133909866,0.0120188065535005,-0.976565996215941,-0.120472802491661,"MomConscientiousnessSlope ~ DadAgreeablenessSlope + InferredDadAgeW1 + DadAgreeablenessSlope:InferredDadAgeW1"
"48","Full","DadAgreeablenessSlope","~","MomConscientiousnessSlope:InferredMomAgeW1",-0.452937895733261,0.198375791836432,0.0224167239785553,-0.841747303137282,-0.0641284883292406,"DadAgreeablenessSlope ~ MomConscientiousnessSlope + InferredMomAgeW1 + MomConscientiousnessSlope:InferredMomAgeW1"
"49","Full","ChildConscientiousnessSlope","~","MomConscientiousnessSlope:InferredMomAgeW1",-0.179533909298094,0.215191490071588,0.404112870424911,-0.601301479617916,0.242233661021727,"ChildConscientiousnessSlope ~ MomConscientiousnessSlope + InferredMomAgeW1 + MomConscientiousnessSlope:InferredMomAgeW1"
"50","Full","ChildConscientiousnessSlope","~","DadConscientiousnessSlope:InferredDadAgeW1",-0.1138500229868,0.280498048715772,0.684826910076452,-0.663616096203474,0.435916050229875,"ChildConscientiousnessSlope ~ DadConscientiousnessSlope + InferredDadAgeW1 + DadConscientiousnessSlope:InferredDadAgeW1"
"51","Full","MomConscientiousnessSlope","~","DadConscientiousnessSlope:InferredDadAgeW1",-0.502541247398365,0.273123140452551,0.0657711029947008,-1.03785276602984,0.0327702712331103,"MomConscientiousnessSlope ~ DadConscientiousnessSlope + InferredDadAgeW1 + DadConscientiousnessSlope:InferredDadAgeW1"
"52","Full","DadConscientiousnessSlope","~","MomConscientiousnessSlope:InferredMomAgeW1",-0.591791927833446,0.218872697987106,0.0068547834797823,-1.02077453308729,-0.162809322579605,"DadConscientiousnessSlope ~ MomConscientiousnessSlope + InferredMomAgeW1 + MomConscientiousnessSlope:InferredMomAgeW1"
"53","Full","ChildConscientiousnessSlope","~","MomNeuroticismSlope:InferredMomAgeW1",0.303731955124521,0.279812616127587,0.277707603726786,-0.244690694905481,0.852154605154523,"ChildConscientiousnessSlope ~ MomNeuroticismSlope + InferredMomAgeW1 + MomNeuroticismSlope:InferredMomAgeW1"
"54","Full","ChildConscientiousnessSlope","~","DadNeuroticismSlope:InferredDadAgeW1",-0.0594884802614132,0.23374877989006,0.799111234739237,-0.517627670276112,0.398650709753285,"ChildConscientiousnessSlope ~ DadNeuroticismSlope + InferredDadAgeW1 + DadNeuroticismSlope:InferredDadAgeW1"
"55","Full","MomConscientiousnessSlope","~","DadNeuroticismSlope:InferredDadAgeW1",0.70389619113232,0.190834379428567,0.000225563385422012,0.329867680440278,1.07792470182436,"MomConscientiousnessSlope ~ DadNeuroticismSlope + InferredDadAgeW1 + DadNeuroticismSlope:InferredDadAgeW1"
"56","Full","DadNeuroticismSlope","~","MomConscientiousnessSlope:InferredMomAgeW1",0.212819430006114,0.227145660256708,0.348794913857445,-0.232377883341605,0.658016743353833,"DadNeuroticismSlope ~ MomConscientiousnessSlope + InferredMomAgeW1 + MomConscientiousnessSlope:InferredMomAgeW1"
"57","Full","ChildConscientiousnessSlope","~","MomOpennesssSlope:InferredMomAgeW1",-0.345329781247842,0.23978090320425,0.149813979251558,-0.815291715708656,0.124632153212973,"ChildConscientiousnessSlope ~ MomOpennesssSlope + InferredMomAgeW1 + MomOpennesssSlope:InferredMomAgeW1"
"58","Full","ChildConscientiousnessSlope","~","DadOpennesssSlope:InferredDadAgeW1",0.357083604637492,0.264872903794553,0.177615970737625,-0.162057747280375,0.876224956555359,"ChildConscientiousnessSlope ~ DadOpennesssSlope + InferredDadAgeW1 + DadOpennesssSlope:InferredDadAgeW1"
"59","Full","MomConscientiousnessSlope","~","DadOpennesssSlope:InferredDadAgeW1",-0.451413684867447,0.244141791382062,0.0644604668145492,-0.929922803097379,0.0270954333624863,"MomConscientiousnessSlope ~ DadOpennesssSlope + InferredDadAgeW1 + DadOpennesssSlope:InferredDadAgeW1"
"60","Full","DadOpennesssSlope","~","MomConscientiousnessSlope:InferredMomAgeW1",-0.0937060010920837,0.203027576125509,0.644408921163129,-0.491632738166545,0.304220735982378,"DadOpennesssSlope ~ MomConscientiousnessSlope + InferredMomAgeW1 + MomConscientiousnessSlope:InferredMomAgeW1"
"61","Full","ChildNeuroticismSlope","~","MomExtraversionSlope:InferredMomAgeW1",0.0751922877229536,0.215277642901529,0.726878719120678,-0.346744139040718,0.497128714486625,"ChildNeuroticismSlope ~ MomExtraversionSlope + InferredMomAgeW1 + MomExtraversionSlope:InferredMomAgeW1"
"62","Full","ChildNeuroticismSlope","~","DadExtraversionSlope:InferredDadAgeW1",-0.399643732299946,0.296559210562279,0.177786484463259,-0.980889104285642,0.18160163968575,"ChildNeuroticismSlope ~ DadExtraversionSlope + InferredDadAgeW1 + DadExtraversionSlope:InferredDadAgeW1"
"63","Full","MomNeuroticismSlope","~","DadExtraversionSlope:InferredDadAgeW1",-0.163019080827741,0.28856414639979,0.572120110199884,-0.728594415000873,0.402556253345391,"MomNeuroticismSlope ~ DadExtraversionSlope + InferredDadAgeW1 + DadExtraversionSlope:InferredDadAgeW1"
"64","Full","DadExtraversionSlope","~","MomNeuroticismSlope:InferredMomAgeW1",0.336714831834149,0.287507109108583,0.241537257511557,-0.226788747317901,0.900218410986198,"DadExtraversionSlope ~ MomNeuroticismSlope + InferredMomAgeW1 + MomNeuroticismSlope:InferredMomAgeW1"
"65","Full","ChildNeuroticismSlope","~","MomAgreeablenessSlope:InferredMomAgeW1",-0.320989096904737,0.22162250079025,0.14751648166585,-0.755361216617327,0.113383022807854,"ChildNeuroticismSlope ~ MomAgreeablenessSlope + InferredMomAgeW1 + MomAgreeablenessSlope:InferredMomAgeW1"
"66","Full","ChildNeuroticismSlope","~","DadAgreeablenessSlope:InferredDadAgeW1",-0.143521843800902,0.211230032131279,0.496847984848199,-0.557525099231447,0.270481411629644,"ChildNeuroticismSlope ~ DadAgreeablenessSlope + InferredDadAgeW1 + DadAgreeablenessSlope:InferredDadAgeW1"
"67","Full","MomNeuroticismSlope","~","DadAgreeablenessSlope:InferredDadAgeW1",0.110339545626332,0.273702674718052,0.686847790910683,-0.426107839293333,0.646786930545996,"MomNeuroticismSlope ~ DadAgreeablenessSlope + InferredDadAgeW1 + DadAgreeablenessSlope:InferredDadAgeW1"
"68","Full","DadAgreeablenessSlope","~","MomNeuroticismSlope:InferredMomAgeW1",0.441474588805714,0.232152686325292,0.0572161191755542,-0.0135363153060822,0.89648549291751,"DadAgreeablenessSlope ~ MomNeuroticismSlope + InferredMomAgeW1 + MomNeuroticismSlope:InferredMomAgeW1"
"69","Full","ChildNeuroticismSlope","~","MomConscientiousnessSlope:InferredMomAgeW1",-0.000187513467935658,0.275711790214364,0.999457353313189,-0.540572692401152,0.540197665465281,"ChildNeuroticismSlope ~ MomConscientiousnessSlope + InferredMomAgeW1 + MomConscientiousnessSlope:InferredMomAgeW1"
"70","Full","ChildNeuroticismSlope","~","DadConscientiousnessSlope:InferredDadAgeW1",0.013573162428985,0.288245219590977,0.962442340562653,-0.551377086685169,0.578523411543139,"ChildNeuroticismSlope ~ DadConscientiousnessSlope + InferredDadAgeW1 + DadConscientiousnessSlope:InferredDadAgeW1"
"71","Full","MomNeuroticismSlope","~","DadConscientiousnessSlope:InferredDadAgeW1",0.299502422772327,0.316015068695668,0.343258123603858,-0.319875730443133,0.918880575987786,"MomNeuroticismSlope ~ DadConscientiousnessSlope + InferredDadAgeW1 + DadConscientiousnessSlope:InferredDadAgeW1"
"72","Full","DadConscientiousnessSlope","~","MomNeuroticismSlope:InferredMomAgeW1",0.715516125524141,0.280144195801188,0.0106462855621563,0.166443591275875,1.26458865977241,"DadConscientiousnessSlope ~ MomNeuroticismSlope + InferredMomAgeW1 + MomNeuroticismSlope:InferredMomAgeW1"
"73","Full","ChildNeuroticismSlope","~","MomNeuroticismSlope:InferredMomAgeW1",0.141686173296668,0.249029662789011,0.569388037403532,-0.346402996851948,0.629775343445283,"ChildNeuroticismSlope ~ MomNeuroticismSlope + InferredMomAgeW1 + MomNeuroticismSlope:InferredMomAgeW1"
"74","Full","ChildNeuroticismSlope","~","DadNeuroticismSlope:InferredDadAgeW1",-0.00242207831443819,0.234446659624882,0.99175716762609,-0.461929087474928,0.457084930846051,"ChildNeuroticismSlope ~ DadNeuroticismSlope + InferredDadAgeW1 + DadNeuroticismSlope:InferredDadAgeW1"
"75","Full","MomNeuroticismSlope","~","DadNeuroticismSlope:InferredDadAgeW1",-0.365593022633125,0.300276248758362,0.223405565219735,-0.954123655612304,0.222937610346054,"MomNeuroticismSlope ~ DadNeuroticismSlope + InferredDadAgeW1 + DadNeuroticismSlope:InferredDadAgeW1"
"76","Full","DadNeuroticismSlope","~","MomNeuroticismSlope:InferredMomAgeW1",-0.366423452738956,0.248728735255064,0.140701146787339,-0.853922815759078,0.121075910281166,"DadNeuroticismSlope ~ MomNeuroticismSlope + InferredMomAgeW1 + MomNeuroticismSlope:InferredMomAgeW1"
"77","Full","ChildNeuroticismSlope","~","MomOpennesssSlope:InferredMomAgeW1",0.0291736646555372,0.233699364452557,0.90065484042859,-0.428868672881375,0.487216002192449,"ChildNeuroticismSlope ~ MomOpennesssSlope + InferredMomAgeW1 + MomOpennesssSlope:InferredMomAgeW1"
"78","Full","ChildNeuroticismSlope","~","DadOpennesssSlope:InferredDadAgeW1",-0.221836930961131,0.247741936503177,0.370554317410289,-0.707402203967567,0.263728342045305,"ChildNeuroticismSlope ~ DadOpennesssSlope + InferredDadAgeW1 + DadOpennesssSlope:InferredDadAgeW1"
"79","Full","MomNeuroticismSlope","~","DadOpennesssSlope:InferredDadAgeW1",0.066250255484033,0.23520002805329,0.77819178807536,-0.394733328663226,0.527233839631292,"MomNeuroticismSlope ~ DadOpennesssSlope + InferredDadAgeW1 + DadOpennesssSlope:InferredDadAgeW1"
"80","Full","DadOpennesssSlope","~","MomNeuroticismSlope:InferredMomAgeW1",0.452285795509126,0.246955536895611,0.0670339612901982,-0.0317381625890235,0.936309753607276,"DadOpennesssSlope ~ MomNeuroticismSlope + InferredMomAgeW1 + MomNeuroticismSlope:InferredMomAgeW1"
"81","Full","ChildOpennesssSlope","~","MomExtraversionSlope:InferredMomAgeW1",-0.355302261526221,0.210584639567131,0.0915613802330368,-0.768040570775147,0.0574360477227052,"ChildOpennesssSlope ~ MomExtraversionSlope + InferredMomAgeW1 + MomExtraversionSlope:InferredMomAgeW1"
"82","Full","ChildOpennesssSlope","~","DadExtraversionSlope:InferredDadAgeW1",-0.126634688412853,0.284959325395874,0.656756548307385,-0.685144703247595,0.431875326421889,"ChildOpennesssSlope ~ DadExtraversionSlope + InferredDadAgeW1 + DadExtraversionSlope:InferredDadAgeW1"
"83","Full","MomOpennesssSlope","~","DadExtraversionSlope:InferredDadAgeW1",-0.0361802886405914,0.252816513922719,0.886204190382826,-0.53169155062609,0.459330973344907,"MomOpennesssSlope ~ DadExtraversionSlope + InferredDadAgeW1 + DadExtraversionSlope:InferredDadAgeW1"
"84","Full","DadExtraversionSlope","~","MomOpennesssSlope:InferredMomAgeW1",-0.134783162196979,0.278158160466139,0.627991442279094,-0.679963138716524,0.410396814322566,"DadExtraversionSlope ~ MomOpennesssSlope + InferredMomAgeW1 + MomOpennesssSlope:InferredMomAgeW1"
"85","Full","ChildOpennesssSlope","~","MomAgreeablenessSlope:InferredMomAgeW1",-0.238487432706096,0.24086369174052,0.322108419491727,-0.710571593700873,0.233596728288682,"ChildOpennesssSlope ~ MomAgreeablenessSlope + InferredMomAgeW1 + MomAgreeablenessSlope:InferredMomAgeW1"
"86","Full","ChildOpennesssSlope","~","DadAgreeablenessSlope:InferredDadAgeW1",-0.416764484625645,0.242497633961643,0.0856811824351951,-0.892051113526642,0.0585221442753525,"ChildOpennesssSlope ~ DadAgreeablenessSlope + InferredDadAgeW1 + DadAgreeablenessSlope:InferredDadAgeW1"
"87","Full","MomOpennesssSlope","~","DadAgreeablenessSlope:InferredDadAgeW1",-0.0221991579059433,0.202705507190792,0.912794556048384,-0.41949465146782,0.375096335655934,"MomOpennesssSlope ~ DadAgreeablenessSlope + InferredDadAgeW1 + DadAgreeablenessSlope:InferredDadAgeW1"
"88","Full","DadAgreeablenessSlope","~","MomOpennesssSlope:InferredMomAgeW1",-0.118209702151862,0.192180364204327,0.53849019354621,-0.494876294528133,0.258456890224409,"DadAgreeablenessSlope ~ MomOpennesssSlope + InferredMomAgeW1 + MomOpennesssSlope:InferredMomAgeW1"
"89","Full","ChildOpennesssSlope","~","MomConscientiousnessSlope:InferredMomAgeW1",-0.407082618623697,0.223823038686999,0.0689465335565564,-0.84576771336053,0.0316024761131369,"ChildOpennesssSlope ~ MomConscientiousnessSlope + InferredMomAgeW1 + MomConscientiousnessSlope:InferredMomAgeW1"
"90","Full","ChildOpennesssSlope","~","DadConscientiousnessSlope:InferredDadAgeW1",-0.185290550777271,0.365038103836058,0.611739253177679,-0.900752087280737,0.530170985726194,"ChildOpennesssSlope ~ DadConscientiousnessSlope + InferredDadAgeW1 + DadConscientiousnessSlope:InferredDadAgeW1"
"91","Full","MomOpennesssSlope","~","DadConscientiousnessSlope:InferredDadAgeW1",-0.212151356090372,0.254776446150926,0.405016137942074,-0.711504014655296,0.287201302474551,"MomOpennesssSlope ~ DadConscientiousnessSlope + InferredDadAgeW1 + DadConscientiousnessSlope:InferredDadAgeW1"
"92","Full","DadConscientiousnessSlope","~","MomOpennesssSlope:InferredMomAgeW1",-0.484151625660901,0.248228702489638,0.0511254084354129,-0.970670942469699,0.00236769114789748,"DadConscientiousnessSlope ~ MomOpennesssSlope + InferredMomAgeW1 + MomOpennesssSlope:InferredMomAgeW1"
